eid,doi,title,publication_name,cover_date,citedby_count,open_access,downloaded
2-s2.0-0037147043,10.1016/S0013-4686(02)00686-2,Voltammetric characterization of an iridium oxide-based system: The pseudocapacitive nature of the Ir0.3Mn0.7O2 electrode,Electrochimica Acta,2002-12-20,117,0,0
2-s2.0-0037069648,10.1021/jp026228l,Local atomic structure and conduction mechanism of nanocrystalline hydrous RuO2 from X-ray scattering,Journal of Physical Chemistry B,2002-12-12,302,0,0
2-s2.0-0942294764,10.1080/10587250290113574,Synergy of components in supercapacitors based on nanotube/polypyrrole composites,Molecular Crystals and Liquid Crystals Science and Technology Section A Molecular Crystals and Liquid Crystals,2002-12-01,17,0,0
2-s2.0-0036901321,10.1016/S0167-2738(02)00390-9,Polypyrrole and poly(3-methyl thiophene)-based solid state redox supercapacitors using ion conducting polymer electrolyte,Solid State Ionics,2002-12-01,75,0,0
2-s2.0-0347067952,,Supercapacitor characteristics of CO(OH)2 synthesized by deposition transformation,Chinese Journal of Inorganic Chemistry,2002-12-01,21,0,0
2-s2.0-11144248438,10.1080/10587250290113925,Obtaining of activated carbon materials for supercapacitors,Molecular Crystals and Liquid Crystals Science and Technology Section A Molecular Crystals and Liquid Crystals,2002-12-01,1,0,0
2-s2.0-0036903584,10.1016/S0167-2738(02)00386-7,Redox supercapacitor using polyaniline doped with Li salt as electrode,Solid State Ionics,2002-12-01,117,0,0
2-s2.0-0036899883,10.1149/1.1516910,Electrochemical studies of polyaniline in a gel polymer electrolyte: High energy and high power characteristics of a solid-state redox supercapacitor,Electrochemical and Solid State Letters,2002-12-01,94,0,0
2-s2.0-0036901454,10.1016/S0167-2738(02)00383-1,Amorphous V2O5/carbon composites as electrochemical supercapacitor electrodes,Solid State Ionics,2002-12-01,184,0,0
2-s2.0-0036954274,10.1109/IECON.2002.1185462,"Modelling, control and simulation of a fuel cell based power supply system with energy management",IECON Proceedings Industrial Electronics Conference,2002-12-01,36,0,0
2-s2.0-0036905269,10.1016/S0167-2738(02)00384-3,The application of solid state ionic technology for novel methods of energy generation and supply,Solid State Ionics,2002-12-01,9,0,0
2-s2.0-0038339384,,Ultracapacitors for use in power quality and distributed resource applications,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,2002-12-01,54,0,0
2-s2.0-0347648053,,Mesoporous Nickel/Nickel Oxide Electrodes for High Power Applications,Journal of New Materials for Electrochemical Systems,2002-12-01,14,0,0
2-s2.0-0038001425,,Large-scale electricity storage technologies for energy management,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,2002-12-01,45,0,0
2-s2.0-0036404996,10.1016/S0008-6223(02)00243-9,Carbon aerogels derived from cresol-resorcinol-formaldehyde for supercapacitors,Carbon,2002-11-17,204,0,0
2-s2.0-0037079091,10.1016/S0378-7753(02)00419-6,"Fabrication and evaluation of 450 F electrochemical redox supercapacitors using inexpensive and high-performance, polyaniline coated, stainless-steel electrodes",Journal of Power Sources,2002-11-14,166,0,0
2-s2.0-0037079161,10.1016/S0378-7753(02)00397-X,Cyclic voltammetric deposition of hydrous ruthenium oxide for electrochemical supercapacitors: Effects of the chloride precursor transformation,Journal of Power Sources,2002-11-14,58,0,0
2-s2.0-0036874391,10.1109/TIA.2002.804762,Modeling the dynamic behavior of supercapacitors using impedance spectroscopy,IEEE Transactions on Industry Applications,2002-11-01,352,0,0
2-s2.0-0036864570,10.1149/1.1509458,"Potentiodynamically deposited polyaniline on stainless steel: Inexpensive, high-performance electrodes for electrochemical supercapacitors",Journal of the Electrochemical Society,2002-11-01,90,0,0
2-s2.0-0001192839,10.1021/nl025753t,Hierarchical ZnO Nanostructures,Nano Letters,2002-11-01,913,0,0
2-s2.0-0036881189,,Carbon based double-layer capacitor and composite power source,Wuji Cailiao Xuebao Journal of Inorganic Materials,2002-11-01,7,0,0
2-s2.0-0036858719,10.1016/S0167-2738(02)00729-4,Characterization of vanadium oxide sol as a starting material for high rate intercalation cathodes,Solid State Ionics,2002-11-01,88,0,0
2-s2.0-0037168024,10.1016/S0378-7753(02)00364-6,Comparison of commercial supercapacitors and high-power lithium-ion batteries for power-assist applications in hybrid electric vehicles: I. Initial characterization,Journal of Power Sources,2002-10-24,366,0,0
2-s2.0-0036806360,10.1149/1.1506301,An all-solid-state electrochemical supercapacitor based on Poly3-(4-fluorophenylthiophene) composite electrodes,Journal of the Electrochemical Society,2002-10-01,27,0,0
2-s2.0-0036772971,10.1109/TIE.2002.803212,A novel multicell DC-AC converter for applications in renewable energy systems,IEEE Transactions on Industrial Electronics,2002-10-01,161,0,0
2-s2.0-0037174582,10.1016/S0013-4686(02)00411-5,Effects of the loading and polymerization temperature on the capacitive performance of polyaniline in NaNO3,Electrochimica Acta,2002-09-25,129,0,0
2-s2.0-0037130615,10.1016/S0378-7753(02)00304-X,Hybrid electrochemical capacitors based on polyaniline and activated carbon electrodes,Journal of Power Sources,2002-09-18,218,0,0
2-s2.0-0036754714,10.1109/TIA.2002.803021,A supercapacitor-based energy-storage system for elevators with soft commutated interface,IEEE Transactions on Industry Applications,2002-09-01,273,2,0
2-s2.0-0036734717,10.1021/cm020408q,Influence of microstucture on the charge storage properties of chemically synthesized manganese dioxide,Chemistry of Materials,2002-09-01,958,0,0
2-s2.0-0036026347,10.1116/1.1500752,Correlation between the microstructures and the cycling performance of RuO2 electrodes for thin-film microsupercapacitors,Journal of Vacuum Science and Technology B Microelectronics and Nanometer Structures,2002-09-01,10,0,0
2-s2.0-24944488000,10.1016/s0378-7753(02)00228-8,Optimizing energy storage devices using Ragone plots,Journal of Power Sources,2002-08-22,12,0,0
2-s2.0-0036326818,10.1016/S1388-2481(02)00371-5,Improving the utilization of ruthenium oxide within thick carbon-ruthenium oxide composites by annealing and anodizing for electrochemical supercapacitors,Electrochemistry Communications,2002-08-05,122,2,0
2-s2.0-0036697697,10.1109/MAES.2002.1028079,Ultracapacitors + DC-DC converters in regenerative braking system,IEEE Aerospace and Electronic Systems Magazine,2002-08-01,167,0,0
2-s2.0-0036686546,10.1149/1.1485773,"Poly(3,4-alkylenedioxythiophene)-based supercapacitors using ionic liquids as supporting electrolytes",Journal of the Electrochemical Society,2002-08-01,172,0,0
2-s2.0-0036687388,10.1149/1.1491235,High-capacitance supercapacitor using a nanocomposite electrode of single-walled carbon nanotube and polypyrrole,Journal of the Electrochemical Society,2002-08-01,439,0,0
2-s2.0-0036670511,,Electrochemical performance of RuO2/active carbon composite electrodes,Acta Physico Chimica Sinica,2002-08-01,16,0,0
2-s2.0-0036686695,10.1149/1.1490536,Ideally capacitive behavior and X-ray photoelectron spectroscopy characterization of polypyrrole effects of polymerization temperatures and thickness/coverage,Journal of the Electrochemical Society,2002-08-01,68,0,0
2-s2.0-0036680190,10.1016/S0008-6223(02)00045-3,Electrochemical storage of energy in carbon nanotubes and nanostructured carbons,Carbon,2002-08-01,1019,0,0
2-s2.0-0036700194,,Research on the carbon based double-layer capacitor and hybrid power source,Tien Tzu Hsueh Pao Acta Electronica Sinica,2002-08-01,4,0,0
2-s2.0-0037183310,10.1016/S0013-4686(02)00240-2,X-ray absorption spectroscopy studies of nickel oxide thin film electrodes for supercapacitors,Electrochimica Acta,2002-07-27,207,0,0
2-s2.0-0037167135,10.1016/S0009-2614(02)00684-X,Enhanced capacitance of carbon nanotubes through chemical activation,Chemical Physics Letters,2002-07-24,285,0,0
2-s2.0-0037143418,10.1016/S0378-7753(02)00257-4,Conductivity percolation in carbon-carbon supercapacitor electrodes,Journal of Power Sources,2002-07-20,44,0,0
2-s2.0-0037143389,10.1016/S0378-7753(02)00228-8,Optimizing energy storage devices using Ragone plots,Journal of Power Sources,2002-07-20,39,0,0
2-s2.0-0037025108,10.1016/S0013-4686(02)00139-1,Capacitive and textural characteristics of polyaniline-platinum composite films,Electrochimica Acta,2002-07-05,87,0,0
2-s2.0-0036644045,10.1149/1.1483155,Charge storage capabilities of rutile-type RuO2-VO2 solid solution for electrochemical supercapacitors,Electrochemical and Solid State Letters,2002-07-01,56,0,0
2-s2.0-0036648274,,Nanocrystalline ruthenium supercapacitor material,Platinum Metals Review,2002-07-01,1,0,0
2-s2.0-0036643554,10.1016/S0378-7753(02)00165-9,All-solid-state supercapacitor using a Nafion® polymer membrane and its hybridization with a direct methanol fuel cell,Journal of Power Sources,2002-07-01,69,0,0
2-s2.0-0036643870,10.1016/S0378-7753(02)00108-8,Studies of the activated carbons used in double-layer supercapacitors,Journal of Power Sources,2002-07-01,669,0,0
2-s2.0-0348003276,10.1021/nl025572r,Electrochemical Synthesis and Characterization of Magnetic Nanoparticles on Carbon Nanowall Templates,Nano Letters,2002-07-01,76,0,0
2-s2.0-0037141975,10.1016/S0378-3820(02)00070-X,Electrical capacitance of fibrous carbon composites in supercapacitors,Fuel Processing Technology,2002-06-20,12,0,0
2-s2.0-0037141988,10.1016/S0378-3820(02)00069-3,Ammoxidation of brown coals for supercapacitors,Fuel Processing Technology,2002-06-20,69,0,0
2-s2.0-4244132446,10.1016/S0378-3820(02)00078-4,Nanotubular materials as electrodes for supercapacitors,Fuel Processing Technology,2002-06-20,133,0,0
2-s2.0-0037097368,10.1016/S0378-7753(02)00049-6,Application of electrochemically prepared carbon nanofibers in supercapacitors,Journal of Power Sources,2002-06-15,42,0,0
2-s2.0-0037097282,10.1016/S0378-7753(02)00044-7,Experimental characterization of hybrid power systems under pulse current loads,Journal of Power Sources,2002-06-15,110,0,0
2-s2.0-0037024393,10.1016/S0013-4686(02)00031-2,Electrochemical supercapacitor material based on manganese oxide: Preparation and characterization,Electrochimica Acta,2002-06-05,431,0,0
2-s2.0-0036604244,10.1016/S0167-2738(02)00093-0,Conducting polymers as electrode materials in supercapacitors,Solid State Ionics,2002-06-01,366,0,0
2-s2.0-0036604090,10.1016/S0378-7753(02)00011-3,Annealing effects on the physicochemical characteristics of hydrous ruthenium and ruthenium-iridium oxides for electrochemical supercapacitors,Journal of Power Sources,2002-06-01,142,0,0
2-s2.0-0036604057,10.1016/S0378-7753(02)00030-7,Porous electrodes-based double-layer supercapacitors: Pore structure versus series resistance,Journal of Power Sources,2002-06-01,85,0,0
2-s2.0-0037182446,,Shield ultracapacitor strings from overvoltage yet maintain efficiency,Electronic Design,2002-05-27,3,0,0
2-s2.0-0037172309,10.1016/S0013-4686(02)00091-9,A frequency-domain approach to dynamical modeling of electrochemical power sources,Electrochimica Acta,2002-05-25,108,0,0
2-s2.0-0037012648,10.1016/S0022-0728(02)00734-9,Reflections on directions of electrochemical surface science as a leading edge of surface chemistry,Journal of Electroanalytical Chemistry,2002-05-03,34,0,0
2-s2.0-0037012642,10.1016/S0022-0728(02)00744-1,Electrochemical and X-ray scattering study of well defined RuO2 single crystal surfaces,Journal of Electroanalytical Chemistry,2002-05-03,55,0,0
2-s2.0-0036570118,,Ultracapacitors: A power buffer in satellites,European Space Agency Special Publication ESA SP,2002-05-01,1,0,0
2-s2.0-0037188106,10.1016/S0254-0584(02)00022-6,Nanocrystalline oxide supercapacitors,Materials Chemistry and Physics,2002-04-28,269,0,0
2-s2.0-0037188119,,Materials chemistry and physics,Materials Chemistry and Physics,2002-04-28,5,0,0
2-s2.0-0036205224,10.1021/cm010721c,Electrochemical properties of ruthenium-based nanocrystalline materials as electrodes for supercapacitors,Chemistry of Materials,2002-04-10,151,0,0
2-s2.0-0036534076,10.1016/S0167-2738(02)00023-1,Supercapacitors using polymer electrolytes based on poly(urethane),Solid State Ionics,2002-04-01,33,0,0
2-s2.0-0036530738,10.1149/1.1453406,Material and electrochemical characterization of tetrapropylammonium manganese oxide thin films as novel electrode materials for electrochemical capacitors,Journal of the Electrochemical Society,2002-04-01,143,1,0
2-s2.0-0036552749,,Preparation of nano-MnO2 and its application in the supercapacitor,Dianyuan Jishu Chinese Journal of Power Sources,2002-04-01,2,0,0
2-s2.0-0036534272,,Solid state ionics,Solid State Ionics,2002-04-01,14,0,0
2-s2.0-0037139189,10.1016/S0378-7753(01)00936-3,Power limitations of supercapacitor operation associated with resistance and capacitance distribution in porous electrode devices,Journal of Power Sources,2002-03-20,216,0,0
2-s2.0-0037139174,10.1016/S0378-7753(01)00938-7,Button cell supercapacitors with monolithic carbon aerogels,Journal of Power Sources,2002-03-20,166,0,0
2-s2.0-85070146716,,Journal of power sources,Journal of Power Sources,2002-03-20,1,0,0
2-s2.0-0037139150,10.1016/S0378-7753(01)00937-5,New materials for supercapacitors,Journal of Power Sources,2002-03-20,110,0,0
2-s2.0-0036179488,10.1016/S1388-2481(01)00285-5,Ideal capacitive behavior of hydrous manganese oxide prepared by anodic deposition,Electrochemistry Communications,2002-03-06,576,2,0
2-s2.0-0037022885,10.1016/S0378-7753(01)00915-6,Capacitance properties of graphite/polypyrrole composite electrode prepared by chemical polymerization of pyrrole on graphite fiber,Journal of Power Sources,2002-03-05,231,0,0
2-s2.0-0036503643,10.1149/1.1449951,A study of the preparation of NiOx electrode via electrochemical route for supercapacitor applications and their charge storage mechanism,Journal of the Electrochemical Society,2002-03-01,384,0,0
2-s2.0-0036506059,10.1109/6144.991184,Power and life extension of battery-ultracapacitor hybrids,IEEE Transactions on Components and Packaging Technologies,2002-03-01,539,0,0
2-s2.0-0036520045,,Application of nano-NiO in the supercapacitors,Journal of Functional Materials and Devices,2002-03-01,9,0,0
2-s2.0-0036493950,10.1149/1.1446081,A nonaqueous asymmetric hybrid Li4Ti5O12/poly(fluorophenylthiophene) energy storage device,Journal of the Electrochemical Society,2002-03-01,125,0,0
2-s2.0-0036504145,10.1149/1.1448184,Ideally pseudocapacitive behavior of amorphous hydrous cobalt-nickel oxide prepared by anodic deposition,Electrochemical and Solid State Letters,2002-03-01,139,1,0
2-s2.0-0037079892,10.1016/S0378-7753(01)00903-X,Characterization of hydrous ruthenium oxide/carbon nanocomposite supercapacitors prepared by a colloidal method,Journal of Power Sources,2002-01-15,304,0,0
2-s2.0-0037079891,10.1016/S0378-7753(01)00873-4,Preparation and optimization of RuO2-impregnated SnO2 xerogel supercapacitor,Journal of Power Sources,2002-01-15,82,0,0
2-s2.0-77956083935,10.1109/isie.2002.1026047,Experimental results of on-board battery-ultracapacitor system for electric vehicle applications,IEEE International Symposium on Industrial Electronics,2002-01-01,32,0,0
2-s2.0-0036406735,10.1117/12.470641,Direct writing of planar ultracapacitors by laser forward transfer processing,Proceedings of SPIE the International Society for Optical Engineering,2002-01-01,13,0,0
2-s2.0-80053944938,10.1109/isie.2002.1025887,Control strategy for multiple input DC-DC power converters devoted to hybrid vehicle propulsion systems,IEEE International Symposium on Industrial Electronics,2002-01-01,83,0,0
2-s2.0-0036440970,,Using supercapacitors to improve battery performance,PESC Record IEEE Annual Power Electronics Specialists Conference,2002-01-01,116,0,0
2-s2.0-84902331471,,A supercapacitor-based power conditioning system for power quality improvement and.uninterruptible power supply,IEEE International Symposium on Industrial Electronics,2002-01-01,37,0,0
2-s2.0-22944431772,10.1007/BF02376079,MnO2-polypyrrole conducting polymer composite electrodes for electrochemical redox supercapacitors,Ionics,2002-01-01,26,0,0
2-s2.0-0036442861,,Lifecycle costs of ultracapacitors in electric vehicle applications,PESC Record IEEE Annual Power Electronics Specialists Conference,2002-01-01,19,0,0
2-s2.0-0036132753,10.1016/S0378-7753(01)00862-X,Symmetric redox supercapacitor with conducting polyaniline electrodes,Journal of Power Sources,2002-01-01,579,0,0
2-s2.0-6344236204,10.1080/10587250215244,Synergy of components in supercapacitors based on nanotube/polypyrrole composites,Molecular Crystals and Liquid Crystals,2002-01-01,7,0,0
2-s2.0-0036378803,,AC impedance analysis of supercapacitors utilizing carbon nanotube electrodes,Acta Physico Chimica Sinica,2002-01-01,13,0,0
2-s2.0-0036444892,,Design considerations for a 48 V fuel cell to split single phase inverter system with ultracapacitor energy storage,PESC Record IEEE Annual Power Electronics Specialists Conference,2002-01-01,93,0,0
2-s2.0-85072457455,10.4271/2002-01-1914,Hybrid storage system: An optimization case,SAE Technical Papers,2002-01-01,2,0,0
2-s2.0-0038777105,10.1007/BF03218287,"The possibility of 1,3,4-oxadiazole containing polymer as a new polymer electrode in redox supercapacitor",Macromolecular Research,2002-01-01,8,0,0
2-s2.0-84961880753,10.1109/PCC.2002.998136,Supercapacitors as energy buffers: A solution for elevators and for electric busses supply,Proceedings of the Power Conversion Conference Osaka 2002 PCC Osaka 2002,2002-01-01,39,2,0
2-s2.0-84902316884,10.1109/isie.2002.1025862,Electrical networks fed by fuel-cells for uninterruptible electrical supply,IEEE International Symposium on Industrial Electronics,2002-01-01,19,0,0
2-s2.0-0036772234,10.1109/TIE.2002.803213,Charge balance control schemes for cascade multilevel converter in hybrid electric vehicles,IEEE Transactions on Industrial Electronics,2002-01-01,377,0,0
2-s2.0-0036350216,,Direct write microbatteries for next-generation microelectronic devices,Materials Research Society Symposium Proceedings,2002-01-01,2,0,0
2-s2.0-78651576770,10.1109/CIEP.2002.1216657,An approach to provide ride-through for ASD systems with supercapacitors,International Power Electronics Congress CIEP,2002-01-01,6,0,0
2-s2.0-0036451233,,Multiple input DC-DC power converter for fuel-cell powered hybrid vehicles,PESC Record IEEE Annual Power Electronics Specialists Conference,2002-01-01,145,0,0
2-s2.0-0036446462,,Multiple-input dc-dc power converter for power-flow management in hybrid vehicles,Conference Record IAS Annual Meeting IEEE Industry Applications Society,2002-01-01,120,0,0
2-s2.0-0036354328,,Applications of carbon nanotubes to energy storage devices,New Diamond and Frontier Carbon Technology,2002-01-01,23,0,0
2-s2.0-0036451866,10.1557/proc-726-q11.5,From conducting polymers to electroactive hybrid materials,Materials Research Society Symposium Proceedings,2002-01-01,1,0,0
2-s2.0-0036444952,,Development of a zero-voltage-transition bidirectional DC-DC converter for a brushless DC machine EV propulsion system,PESC Record IEEE Annual Power Electronics Specialists Conference,2002-01-01,16,0,0
2-s2.0-1842478421,10.1023/A:1020220425954,Electrochemical capacitors,Russian Journal of Electrochemistry,2002-01-01,138,0,0
2-s2.0-0036028329,10.1117/12.475163,Conducting polymer actuators as engineering materials,Proceedings of SPIE the International Society for Optical Engineering,2002-01-01,83,0,0
2-s2.0-0036448653,10.1109/VETECF.2002.1040535,Hybrid Auxiliary Power unit (APU) for automotive applications,IEEE Vehicular Technology Conference,2002-01-01,26,0,0
2-s2.0-45849122715,10.1080/713738883,A Characteristic of Alkaline Activated Mesophase Based Carbon for Electrochemical Capacitor,Molecular Crystals and Liquid Crystals,2002-01-01,1,0,0
2-s2.0-85072449797,10.4271/2002-01-2581,On friction braking demand with regenerative braking,SAE Technical Papers,2002-01-01,25,0,0
2-s2.0-0348049518,10.1021/cm034115o,Very Stable Low Band Gap Polymer for Charge Storage Purposes and Near-Infrared Applications,Chemistry of Materials,2003-12-30,93,0,0
2-s2.0-0348220657,10.1023/B:JMSC.0000004401.81145.b6,Microstructural characterization of porous manganese thin films for electrochemical supercapacitor applications,Journal of Materials Science,2003-12-15,47,0,0
2-s2.0-1442304741,10.1109/IECON.2003.1280102,An Approach to Connect Ultracapacitor to Fuel Cell Powered Electric Vehicle and Emulating Fuel Cell Electrical Characteristics using Switched Mode Converter,IECON Proceedings Industrial Electronics Conference,2003-12-01,49,0,0
2-s2.0-1442284708,10.1109/IECON.2003.1280603,"Voltage Source Active Power Filter, Based on Multi-Stage Converter and Ultracapacitor DC-Link",IECON Proceedings Industrial Electronics Conference,2003-12-01,17,0,0
2-s2.0-15744379635,,Microwave synthesis of Ru/C nanocomposite for electrochemical supercapacitor applications,Acta Chimica Sinica,2003-12-01,6,0,0
2-s2.0-17644444785,,"Design, Construction and Performance of a Buck-Boost Converter for an Ultracapacitor-Based Auxiliary Energy System for Electric Vehicles",IECON Proceedings Industrial Electronics Conference,2003-12-01,42,0,0
2-s2.0-84861494287,10.1109/PTC.2003.1304472,Effectiveness of battery-supercapacitor combination in electric vehicles,2003 IEEE Bologna Powertech Conference Proceedings,2003-12-01,237,0,0
2-s2.0-28044449619,10.1360/02wb0203,Preparation of nanocrystalline Co3O4 and its properties as supercapacitors,Chinese Science Bulletin,2003-12-01,7,2,0
2-s2.0-2342459673,10.1117/12.504821,Novel ZnO Nanostructures,Proceedings of SPIE the International Society for Optical Engineering,2003-12-01,4,0,0
2-s2.0-0442296674,,Combined energy installations with ICE - effective utilization base of XXI century energy budgets,Elektrotekhnika,2003-12-01,1,0,0
2-s2.0-0842307007,10.1007/s10008-003-0412-x,Composite supercapacitor electrodes,Journal of Solid State Electrochemistry,2003-12-01,12,0,0
2-s2.0-10744221482,10.1023/B:JOPO.0000011381.74052.77,Carbon Aerogels for Electrochemical Double Layer Capacitors,Journal of Porous Materials,2003-12-01,132,0,0
2-s2.0-84861489069,10.1109/PTC.2003.1304470,A supercapacitor-based energy-storage substation for voltage-compensation in weak transportation networks,2003 IEEE Bologna Powertech Conference Proceedings,2003-12-01,16,2,0
2-s2.0-0242441962,10.1117/12.484367,Interfacial Transport Theory for Electrochemical Phenomena with Application to Electric Double Layer,Proceedings of SPIE the International Society for Optical Engineering,2003-11-27,3,0,0
2-s2.0-0242641174,10.1117/12.500239,Battery -Free Power for Unattended Ground Sensors,Proceedings of SPIE the International Society for Optical Engineering,2003-11-26,4,0,0
2-s2.0-0242676290,,"Analysis and Evaluation of Charge Balancing Circuits on Performance, Reliability and Lifetime of Supercapacitor Systems",Conference Record IAS Annual Meeting IEEE Industry Applications Society,2003-11-21,14,0,0
2-s2.0-0242424433,,Impedance-Based Simulation Models of Supercapacitors and Li-Ion Batteries for Power Electronic Applications,Conference Record IAS Annual Meeting IEEE Industry Applications Society,2003-11-21,42,0,0
2-s2.0-0242507797,,Sequential Supply for Electrical Transportation Vehicles: Properties of the fast energy transfer between supercapacitive tanks,Conference Record IAS Annual Meeting IEEE Industry Applications Society,2003-11-21,10,0,0
2-s2.0-0242592983,,An Improved Small-Signal Model of the Dynamic Behavior of PEM Fuel Cells,Conference Record IAS Annual Meeting IEEE Industry Applications Society,2003-11-21,20,0,0
2-s2.0-0345358017,10.1021/cm034629n,Controlling Surface Area of Titanium Nitride Using Metathesis Reactions,Chemistry of Materials,2003-11-18,63,0,0
2-s2.0-0141998500,10.1016/S0013-4686(03)00514-0,The properties of carbon-supported hydrous ruthenium oxide obtained from RuO x H y sol,Electrochimica Acta,2003-11-15,74,0,0
2-s2.0-0042329919,10.1016/S0378-7753(03)00606-2,All-solid supercapacitor based on polyaniline and sulfonated poly(ether ether ketone),Journal of Power Sources,2003-10-01,76,0,0
2-s2.0-0142085571,10.1149/1.1603247,A High-Performance Supercapacitor/Battery Hybrid Incorporating Templated Mesoporous Electrodes,Journal of the Electrochemical Society,2003-10-01,165,0,0
2-s2.0-0142053040,10.1149/1.1604790,Poly(3-methylthiophene)-Based Counter Electrode for Electrochromic Windows,Journal of the Electrochemical Society,2003-10-01,4,1,0
2-s2.0-0041829008,10.1016/S0378-7753(03)00590-1,Investigation of electrochemical double-layer (ECDL) capacitors electrodes based on carbon nanotubes and activated carbon materials,Journal of Power Sources,2003-10-01,280,2,0
2-s2.0-0042736832,10.1016/S0008-6223(03)00245-8,SWNT/PAN composite film-based supercapacitors,Carbon,2003-09-22,82,0,0
2-s2.0-0042198937,10.1016/S0378-7753(03)00527-5,Experimental study of supercapacitor serial resistance and capacitance variations with temperature,Journal of Power Sources,2003-09-15,234,0,0
2-s2.0-0043029929,10.1016/S0022-3093(03)00325-9,Electrochemical behavior of mixed CmRF based carbon aerogels as electrode materials for supercapacitors,Journal of Non Crystalline Solids,2003-09-15,62,0,0
2-s2.0-0141563447,10.1016/S0009-2614(03)01336-8,Molecular theory of an electrochemical double layer in a nanoporous carbon supercapacitor,Chemical Physics Letters,2003-09-12,47,0,0
2-s2.0-0041965679,,Fabrication of mesoscale energy storage systems by laser direct-write,Materials Research Society Symposium Proceedings,2003-09-05,8,0,0
2-s2.0-0141649610,10.1002/anie.200351691,Preparation of ruthenic acid nanosheets and utilization of its interlayer surface for electrochemical energy storage,Angewandte Chemie International Edition,2003-09-05,525,0,0
2-s2.0-0042782549,10.1149/1.1593039,A Mathematical Model of Oxide/Carbon Composite Electrode for Supercapacitors,Journal of the Electrochemical Society,2003-09-01,73,0,0
2-s2.0-0142024242,10.1007/s10008-003-0421-9,In situ Ru K-edge X-ray absorption spectroscopy of a high-area ruthenium dioxide electrode in a Nafion-based supercapacitor environment,Journal of Solid State Electrochemistry,2003-09-01,14,0,0
2-s2.0-0141566191,10.1149/1.1593651,"Spectroelectrochemical Characterization of Nanostructured, Mesoporous Manganese Oxide in Aqueous Electrolytes",Journal of the Electrochemical Society,2003-09-01,93,0,0
2-s2.0-0142088003,10.1007/s10008-003-0395-7,Double-layer and pseudocapacitance types of electrochemical capacitors and their applications to the development of hybrid devices,Journal of Solid State Electrochemistry,2003-09-01,589,0,0
2-s2.0-0043198386,10.1021/jp034546u,Fabrication of supercapacitor electrodes using fluorinated single-walled carbon nanotubes,Journal of Physical Chemistry B,2003-08-28,78,0,0
2-s2.0-0041942617,10.1016/S0925-8388(03)00045-8,XRD and electrochemical measurements of RuO2 powder treated by using a mechanical grinding method,Journal of Alloys and Compounds,2003-08-25,25,0,0
2-s2.0-0042157109,,An approach to improve battery run-time in mobile applications with supercapacitors,PESC Record IEEE Annual Power Electronics Specialists Conference,2003-08-22,33,0,0
2-s2.0-0043160332,,Design methodology of a combined battery-ultracapacitor energy storage unit for vehicle power management,PESC Record IEEE Annual Power Electronics Specialists Conference,2003-08-22,138,0,0
2-s2.0-0041657381,,Fuel cell powered UPS systems: Design considerations,PESC Record IEEE Annual Power Electronics Specialists Conference,2003-08-22,58,0,0
2-s2.0-0041657383,,Development and control of an alkaline fuel cell power conditioner,PESC Record IEEE Annual Power Electronics Specialists Conference,2003-08-22,2,0,0
2-s2.0-0042700318,,Supercapacitors,Energija,2003-08-15,1,0,0
2-s2.0-0041423489,10.1063/1.1599963,Electrochemical properties of carbon nanofiber web as an electrode for supercapacitor prepared by electrospinning,Applied Physics Letters,2003-08-11,512,0,0
2-s2.0-0043172426,10.1016/S0379-6779(03)00039-0,Polymer electrodes doped with heteropolymetallates and their use within solid-state supercapacitors,Synthetic Metals,2003-08-08,64,0,0
2-s2.0-1342264060,,Research on 20 voltage carbon nanotubes based supercapacitor,Tien Tzu Hsueh Pao Acta Electronica Sinica,2003-08-01,2,0,0
2-s2.0-0041707839,10.1149/1.1589762,Polyaniline-gold nanocomposite system,Journal of the Electrochemical Society,2003-08-01,120,0,0
2-s2.0-0038046315,10.1002/app.12242,Electrochemical capacitor composed of doped polyaniline and polymer electrolyte membrane,Journal of Applied Polymer Science,2003-08-01,57,0,0
2-s2.0-0042924235,10.1007/s10008-003-0351-6,Electrochemical and structural investigations of oxide films anodically formed on ruthenium-plated titanium electrodes in sulfuric acid,Journal of Solid State Electrochemistry,2003-08-01,26,0,0
2-s2.0-0042887132,,The influence of porous structure of activated carbons used as supercapacitor electrode materials on its properties,Acta Physico Chimica Sinica,2003-08-01,18,0,0
2-s2.0-0038779694,10.1016/S0009-2614(03)00946-1,Enhanced supercapacitance of multiwalled carbon nanotubes functionalized with ruthenium oxide,Chemical Physics Letters,2003-07-17,177,0,0
2-s2.0-0037594114,10.1149/1.1571530,The influence of the range of electroactivity and capacitance of conducting polymers on the performance of carbon conducting polymer hybrid supercapacitor,Journal of the Electrochemical Society,2003-07-01,127,1,0
2-s2.0-0037768911,10.1149/1.1576222,Carbon nanotube/RuO2 nanocomposite electrodes for supercapacitors,Journal of the Electrochemical Society,2003-07-01,216,0,0
2-s2.0-0038036155,10.1023/A:1024439023251,Electropolymerization of aniline on carbonized polyacrylonitrile aerogel electrodes: Applications for supercapacitors,Journal of Applied Electrochemistry,2003-06-01,119,0,0
2-s2.0-0037811558,,Carbon nanotube capacitor materials loaded with different amounts of ruthenium oxide,Acta Physico Chimica Sinica,2003-06-01,16,0,0
